company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
verus financial,verus financial llc; verus analytics; verus analytics llc; verus,Verus is a comprehensive wealth management firm serving the financial needs of clients on the Space Coast of Florida.,https://en.wikipedia.org/wiki/Special:Search?search=verus+financial,,,https://verusfinancial.com/,"Verus Analytics is now Kroll Government Solutions, a recognized leader in providing a range of data-driven regulatory compliance services to U.S. state-agencies, including conducting unclaimed property examinations and implementing fraud detection and prevention solutions. We utilize our proprietary data analytics platform and experienced team of data scientists and subject matter experts to solve critical questions facing state agencies related to compliance, risk and transparency.",https://verusfinancial.com/,2021-03-17
"transmart technologies, inc.",transmart; transmart technologies inc,"TranSmart Technologies is a group of diverse, dedicated and experienced engineers, planners and specialists, skilled.",https://en.wikipedia.org/wiki/Special:Search?search=transmart+technologies%2C+inc.,,,https://www.transmartinc.com/,"We are a group of diverse, dedicated and experienced engineers, planners, and specialists skilled in the area of transportation. TranSmart places an emphasis on professionalism, safety, teamwork, innovation and quality.",https://www.transmartinc.com/,2021-03-17
ge healthcare,general electric company; ge healthcare ltd; ge healthcare inc,GE Healthcare provides transformational medical technologies and services that are shaping a new age of patient care.,https://en.wikipedia.org/wiki/Special:Search?search=ge+healthcare,"GE Healthcare is an American multinational conglomerate incorporated in New York and headquartered in Chicago, Illinois.[4] As of 2017, the company is a manufacturer and distributor of diagnostic imaging agents and radiopharmaceuticals for imaging modalities that are used in medical imaging procedures. The company offers dyes that are used in magnetic-resonance-imaging procedures. GE Healthcare also manufactures medical diagnostic equipment including CT image machines. Further, it develops Health technology for medical imaging and information technologies, medical diagnostics, patient monitoring systems, disease research, drug discovery, and biopharmaceutical manufacturing. The company was incorporated in 1994[5] and operates in more than 100 countries. GE Healthcare operates as a subsidiary of General Electric.",https://en.wikipedia.org/wiki/GE_Healthcare,http://www.gehealthcare.com,,,2021-03-17
deloitte touche tohmatsu ltd/united kingdom,deloitte; deloitte touche tohmatsu limited; deloitte touche tohmatsu ltd; dttl,"Deloitte provides audit, consulting, financial advisory, risk management, tax and related services to select clients.",https://en.wikipedia.org/wiki/Special:Search?search=deloitte+touche+tohmatsu+ltd%2Funited+kingdom,"Deloitte Touche Tohmatsu Limited /dəˈlɔɪt ˈtuːʃ toʊˈmɑːtsuː/, commonly referred to as Deloitte, is an Anglo-American multinational professional services network.[7] Deloitte is one of the Big Four accounting organizations and the largest professional services network in the world by revenue and number of professionals, with headquarters in London, England.",https://en.wikipedia.org/wiki/Deloitte,https://www2.deloitte.com/uk/en.html,,,2021-03-17
l brands inc.,l brands; the limited; l brands inc; lbrands,"L Brands is an international company that sells lingerie, personal care and beauty products, apparel and accessories.",https://en.wikipedia.org/wiki/Special:Search?search=l+brands+inc.,"L Brands, Inc. (formerly known as Limited Brands, Inc. and The Limited, Inc.) is an American fashion retailer based in Columbus, Ohio.",https://en.wikipedia.org/wiki/L_Brands,https://www.lb.com/,,,2021-03-17
j. b. hunt transport services,"j.b. hunt transport services, inc.; jb hunt; j.b. hunt transport, inc.",J.B. hunt transport is a logistics management services and integrated transportation solutions to major corporations.,https://en.wikipedia.org/wiki/Special:Search?search=j.+b.+hunt+transport+services,"J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas. It was founded by Johnnie Bryan Hunt and Johnelle Hunt in Arkansas on August 10, 1961. By 1983, J.B. Hunt had grown into the 80th largest trucking firm in the U.S. and earned $623.47 million in revenue. At that time J.B. Hunt was operating 550 tractors, 1,049 trailers, and had roughly 1,050 employees.[3] J.B. Hunt primarily operates large semi-trailer trucks and provides transportation services throughout the continental U.S., Canada and Mexico. The company currently employs over 24,000 and operates more than 12,000 trucks. The company's fleet consists of over 100,000 trailers and containers.",https://en.wikipedia.org/wiki/J._B._Hunt,http://www.jbhunt.com,,,2021-03-17
spacex,space exploration technologies corp.; space exploration technologies corporation; space exploration technologies corp,"SpaceX is an aviation and aerospace company that designs, manufactures, and launches advanced rockets and spacecraft.",https://en.wikipedia.org/wiki/Special:Search?search=spacex,"Space Exploration Technologies Corp. (SpaceX) is an American aerospace manufacturer and space transportation services company headquartered in Hawthorne, California. It was founded in 2002 by Elon Musk with the goal of reducing space transportation costs to enable the colonization of Mars. SpaceX manufactures the Falcon 9 and Falcon Heavy launch vehicles, several rocket engines, Dragon cargo and crew spacecraft and Starlink satellites.",https://en.wikipedia.org/wiki/SpaceX,https://www.spacex.com/,,,2021-03-17
nike,,"Nike is an American company that designs, develops, and markets footwear, apparel, equipment, and accessory products.",https://en.wikipedia.org/wiki/Special:Search?search=nike,"Nike, Inc. (/ˈnaɪki/ or /ˈnaɪk/)[note 1][3] is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is the world's largest supplier of athletic shoes and apparel[4] and a major manufacturer of sports equipment, with revenue in excess of US$37.4 billion in its fiscal year 2020 (ending May 31, 2020). As of 2020, it employed 76,700 people worldwide.[5] In 2020 the brand alone was valued in excess of $32 billion, making it the most valuable brand among sports businesses.[6] Previously in 2017, the Nike brand was valued at $29.6 billion.[7] Nike ranked No. 89 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.","https://en.wikipedia.org/wiki/Nike,_Inc.",http://www.nike.com/,,,2021-03-17
estée lauder companies,estee lauder companies inc; the estée lauder companies; estée lauder; elc,"Estee Lauder Companies is a manufacturer and marketer of skincare products, makeup, perfumes and hair care products. ",https://en.wikipedia.org/wiki/Special:Search?search=est%C3%A9e+lauder+companies,"The Estée Lauder Companies Inc. (/ˈɛsteɪ ˈlɔːdər/ stylized as ESTĒE LAUDER) is an American multinational manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products, based in Midtown Manhattan, New York City. The company owns a diverse portfolio of brands, distributed internationally through both digital commerce and retail channels.",https://en.wikipedia.org/wiki/Estée_Lauder_Companies,https://www.elcompanies.com/,,,2021-03-17
torch technologies inc,"torch technologies; torch; torch technologies, inc.; torch technologies inc.",Torch Technologies provides scientific and engineering programmatic support services to defense and other industries.,https://en.wikipedia.org/wiki/Special:Search?search=torch+technologies+inc,"Torch Technologies is a 100% employee-owned system engineering, applied science, modeling & simulation and information technology business. Its primary customers are the United States Army Aviation and Missile Command (AMCOM) and the Missile Defense Agency, although it has contracts with other DoD agencies including the Navy and the Air Force.[1] Torch has over 915 employee-owners and is headquartered in Huntsville, AL, with technical offices located in Aberdeen, MD, Albuquerque, NM, Detroit, MI, Colorado Springs, CO, Patuxent River, MD, and Shalimar, FL.",https://en.wikipedia.org/wiki/Torch_Technologies,https://www.torchtechnologies.com/,,,2021-03-17
carahsoft technology corp,carahsoft technology; carahsoft; carahsoft technology corp.,"Carahsoft Technology Corp is IT solutions provider delivering best-of-breed hardware, software, and support solutions.",https://en.wikipedia.org/wiki/Special:Search?search=carahsoft+technology+corp,"Carahsoft, founded in 2004, is a privately held business located in Reston, VA that sells IT hardware, software and consulting services to federal, state and local governments, and educational institutions.",https://en.wikipedia.org/wiki/Carahsoft,http://www.carahsoft.com/,,,2021-03-17
idx technologies,idx technologies inc.; digital diagnostics inc; idx,"IDx is a AI diagnostics company on a mission to transform the quality, accessibility, and affordability of healthcare.",https://en.wikipedia.org/wiki/Special:Search?search=idx+technologies,,,https://www.eyediagnosis.net/,,,2021-03-17
chipotle mexican grill,chipotle; chipotle mexican grill inc,"Chipotle Mexican Grill is a chain of restaurants in the US, UK, Canada and France, specializing in burritos and tacos.",https://en.wikipedia.org/wiki/Special:Search?search=chipotle+mexican+grill,"Chipotle Mexican Grill, Inc. (/tʃɪˈpoʊtleɪ/, chih-POHT-lay),[7] often known simply as Chipotle, is an American chain of fast casual restaurants in the United States, United Kingdom,[8] Canada,[9][10] Germany,[11] and France,[12] specializing in tacos and Mission burritos that are made to order in front of the customer.[13][14] Its name derives from chipotle, the Nahuatl name for a smoked and dried jalapeño chili pepper.[15] The company trades on the New York Stock Exchange under the ticker symbol CMG.",https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill,https://www.chipotle.com/,,,2021-03-17
digital realty trust inc,"digital realty; digital realty trust, inc.","Digital Realty Trust is a wholesale data center provider, delivering customized data analysis solutions to businesses.",https://en.wikipedia.org/wiki/Special:Search?search=digital+realty+trust+inc,"Digital Realty Trust, Inc. is a real estate investment trust that invests in carrier-neutral data centers and provides colocation and peering services. As of December 31, 2019, the company owned interests in 225 operating data center facilities totaling 34.5 million rentable square feet in the United States, Europe, Asia, Canada, and Australia. The company's largest operating areas are: Northern Virginia, Dallas, Chicago, New York State, Silicon Valley, and London.[1]
The company is a member of The Green Grid and has helped pioneer concepts of energy efficient and energy conserving data center design.",https://en.wikipedia.org/wiki/Digital_Realty,https://www.digitalrealty.com,,,2021-03-17
atmos energy,atmos energy marketing; atmos energy corp; atmos energy marketing llc.; atmos energy corporation,Atmos Energy Marketing is a full-service natural gas marketing company providing supply and asset management services.,https://en.wikipedia.org/wiki/Special:Search?search=atmos+energy,"Atmos Energy Corporation, headquartered in Dallas, Texas, is one of the United States' largest natural-gas-only distributors,[4] serving about three million natural gas distribution customers in over 1,400 communities in nine states[5] from the Blue Ridge Mountains in the East to the Rocky Mountains in the West.",https://en.wikipedia.org/wiki/Atmos_Energy,https://www.atmosenergy.com/,,,2021-03-17
uber,ubercab.com; uber technologies inc.; ubercab,"Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",https://en.wikipedia.org/wiki/Special:Search?search=uber,"Uber Technologies, Inc., commonly known as Uber, is an American technology company. Its services include ride-hailing, food delivery (Uber Eats), package delivery, couriers, freight transportation, and, through a partnership with Lime, electric bicycle and motorized scooter rental. The company is based in San Francisco and has operations in over 900 metropolitan areas worldwide.[2] It is one of the largest firms in the gig economy.",https://en.wikipedia.org/wiki/Uber,http://www.uber.com,,,2021-03-17
square,,Square is a merchant services aggregator and mobile payment company that aims to simplify commerce through technology.,https://en.wikipedia.org/wiki/Special:Search?search=square,,,http://squareup.com,"Square was established to give every aspiring business owner an easier way to take credit cards. We’ve built a lot more tools since. From side gigs to sports stadiums, we’re helping power businesses of all sizes and types to help them succeed—no matter what success means to them.",https://squareup.com/us/en/why-square,2021-03-17
upstart,"upstart network, inc.; upstart network; upstart network inc",Upstart is the first lending platform to leverage machine learning to price credit and automate the borrowing process.,https://en.wikipedia.org/wiki/Special:Search?search=upstart,"Upstart is an online lending marketplace that provides personal loans using non-traditional variables, such as education and employment, to predict creditworthiness.",https://en.wikipedia.org/wiki/Upstart_(company),https://www.upstart.com/,,,2021-03-17
marsh & mclennan,"marsh & mclennan companies; marsh & mclennan companies inc; mmc; marsh & mclennan companies, inc",Marsh & McLennan Companies is a global professional services firm providing advice and solutions in the areas of risk.,https://en.wikipedia.org/wiki/Special:Search?search=marsh+%26+mclennan,"Marsh & McLennan Companies, Inc. is a global professional services firm, headquartered in New York City with businesses in insurance brokerage, risk management, reinsurance services, talent management, investment advisory, and management consulting.[4] Its four main operating companies are Guy Carpenter, Marsh, Mercer, and Oliver Wyman Group.",https://en.wikipedia.org/wiki/Marsh_%26_McLennan_Companies,https://www.mmc.com/,,,2021-03-17
palantir technologies,,"Palantir Technologies offers a suite of software applications for integrating, visualizing, and analyzing information.",https://en.wikipedia.org/wiki/Special:Search?search=palantir+technologies,"Palantir Technologies is a public American software company that specializes in big data analytics. Headquartered in Denver, Colorado, it was founded by Peter Thiel,[5] Nathan Gettings, Joe Lonsdale, Stephen Cohen, and Alex Karp in 2003. The company's name is derived from The Lord of the Rings where the magical palantíri were ""seeing-stones,"" described as indestructible balls of crystal used for communication and to see events in other parts of the world.",https://en.wikipedia.org/wiki/Palantir_Technologies,http://www.palantir.com,,,2021-03-17
tencent,tengxun; tencent holdings; tencent ltd; 腾讯; tencent holdings limited,"Tencent is an internet service portal offering value-added internet, mobile, telecom, and online advertising services.",https://en.wikipedia.org/wiki/Special:Search?search=tencent,"Tencent Holdings Ltd., also known as Tencent, is a Chinese multinational technology conglomerate holding company. Founded in 1998, its subsidiaries globally market various Internet-related services and products, including in entertainment, artificial intelligence, and other technology.[3] Its twin-skyscraper headquarters, Tencent Seafront Towers (also known as Tencent Binhai Mansion) are based in the Nanshan District of Shenzhen.",https://en.wikipedia.org/wiki/Tencent,https://www.tencent.com/en-us/,,,2021-03-17
general dynamics corp,general dynamics; general dynamics corporation,"General Dynamics is a defense industry contractor for shipbuilding, marine, combat and defense systems and, munitions.",https://en.wikipedia.org/wiki/Special:Search?search=general+dynamics+corp,"General Dynamics Corporation (GD) is an American aerospace and defense corporation. As of 2019, it was the fifth-largest defense contractor in the United States, and the sixth-largest in the world, by sales.[3] The company ranked No. 92 in the 2019 Fortune 500 list of the largest United States corporations by total revenue.[4] It is headquartered in Reston, Fairfax County, Virginia.",https://en.wikipedia.org/wiki/General_Dynamics,https://www.gd.com/,,,2021-03-17
ge global research,ge research; ge; general electric; ge global research (division),GE Global Research owns and operates a network of innovation centers that make advancements in science and technology.,https://en.wikipedia.org/wiki/Special:Search?search=ge+global+research,GE Global Research is the research and development division of General Electric.[,https://en.wikipedia.org/wiki/GE_Global_Research,http://ge.geglobalresearch.com,,,2021-03-17
nvidia,nvidia corp; nvidia corporation,"NVIDIA manufactures integrated circuits for use in motherboard chip-sets, graphic processing units, and game consoles.",https://en.wikipedia.org/wiki/Special:Search?search=nvidia,"Nvidia Corporation[note 1] (/ɛnˈvɪdiə/ en-VID-ee-ə) is an American multinational technology company incorporated in Delaware and based in Santa Clara, California.[2] It designs graphics processing units (GPUs) for the gaming and professional markets, as well as system on a chip units (SoCs) for the mobile computing and automotive market. Its primary GPU line, labeled ""GeForce"", is in direct competition with the GPUs of the ""Radeon"" brand by Advanced Micro Devices (AMD). Nvidia expanded its presence in the gaming industry with its handheld game consoles Shield Portable, Shield Tablet, and Shield Android TV and its cloud gaming service GeForce Now. Its professional line of GPUs, Nvidia RTX, are used in professional workstations for applications in such fields as architecture, engineering and construction, media and entertainment, automotive, scientific research, and manufacturing design.",https://en.wikipedia.org/wiki/Nvidia,https://www.nvidia.com/en-in/,,,2021-03-17
landing ai,,Landing AI provides deployment-ready AI solutions and enterprise-wide transformation programs for customers worldwide.,https://en.wikipedia.org/wiki/Special:Search?search=landing+ai,,,https://www.landing.ai/,"Landing AI is an industrial AI company that provides enterprise-wide transformation programs and solutions. By providing an end-to-end AI platform, Landing AI enables customers to create, deploy and scale AI-powered industrial computer vision applications such as defect detection faster and with higher accuracy. The mission of Landing AI is to empower companies to jumpstart AI adoption, propel teams toward success and create practical business value today. Founded by Dr. Andrew Ng, co-founder of Coursera, and founding lead of Google Brain, the team at Landing AI is uniquely positioned to help companies across the globe successfully move their AI projects from proof of concept to full-scale production.",https://www.landing.ai/,2021-03-17
anodot,anodot ltd,"We use AI to constantly monitor and forecast business performance in FinTech, AdTech, Gaming, Telco and eComm customers",https://en.wikipedia.org/wiki/Special:Search?search=anodot,Anodot is an American data analytics company that uses machine learning and artificial intelligence for business monitoring and anomaly detection.,https://en.wikipedia.org/wiki/Anodot,http://www.anodot.com/,,,2021-03-17
bouncex,"bounce exchange; bounce exchange, inc.; wunderkind","BounceX enables the world's top brands to better recognize their customers online, providing 1-to-1 marketing at scale.",https://en.wikipedia.org/wiki/Special:Search?search=bouncex,,,https://www.bouncex.com/,,,2021-03-17
autox.ai,"autox; autox technologies, inc.; autox inc",AutoX is a self-driving car startup that offers AI drivers to enable universal access to transportation for the people.,https://en.wikipedia.org/wiki/Special:Search?search=autox.ai,,,https://www.autox.ai/,"AutoX is building the most advanced self-driving AI platform for the most challenging traffic scenarios in China. The same self-driving platform can drive different vehicles, including RoboTaxis and RoboTrucks. We want to empower the world with our AI driver to provide universal access to transportation of people and goods, safely and reliably.",https://www.autox.ai/en/index.html,2021-03-17
ipinyou,ipinyou; 品友互动; 北京品友互动信息技术股份公司; pinyou hudong; beijing ipinyou information technologies co ltd; ipinyou interactive media ltd,"iPinYou is a demand side platform with real-time bidding, cloud computing, and audience profiling technology solutions.",https://en.wikipedia.org/wiki/Special:Search?search=ipinyou,,,http://www.ipinyou.com.cn,,,2021-03-17
ubiquity6,ubiquity6 inc,"Ubiquity6 uses computer vision to enable massively multiplayer, persistent AR experiences on top of the physical world.",https://en.wikipedia.org/wiki/Special:Search?search=ubiquity6,,,https://ubiquity6.com/,"Ubiquity6 was founded in 2017 by alums from Metamind, Facebook, Tesla, Twitter and Stanford who believe that spatial computing can bring people together in valuable new ways.",https://ubiquity6.com/company.html,2021-03-17
algorithmia,"algorithmia inc; algorithmia, inc; algorithmia inc.",Algorithmia is an open marketplace for algorithms and enabling developers to create tomorrows smart applications today.,https://en.wikipedia.org/wiki/Special:Search?search=algorithmia,,,https://algorithmia.com/,"Algorithmia is machine learning operations (MLOps) software that manages all stages of the ML lifecycle within existing operational processes. Put models into production quickly, securely, and cost-effectively.",https://algorithmia.com/,2021-03-17
infervision,beijing infervision technology co ltd; infervision beijing co ltd.; 推想科技; tuixiang keji; 北京推想科技有限公司,Infervision is an AI high-tech company that uses deep learning technology and computer vision to help diagnose cancers.,https://en.wikipedia.org/wiki/Special:Search?search=infervision,,,https://global.infervision.com/,推想医疗科技股份有限公司是一家人工智能医疗创新高科技企业，是全球为数不多获批拥有欧盟CE认证、日本PMDA医疗器械认证、美国FDA认证和中国NMPA肺部AI三类证的四大市场准入的AI医疗公司，秉承“用AI建设人类健康命运共同体”的信念，利用深度学习技术，发展包括AI部署管理平台、AI大数据挖掘科研平台及AI临床应用平台在内的医疗AI全流程平台，打造医疗质控、健康管理以及科研创新等医疗AI产品，切实为政府、医疗机构、医生、患者提供先进性、智慧化的服务，真正做到“AI改善生命健康”。,https://global.infervision.com/,2021-03-17
skyline ai,skyline ai ltd.,Skyline is a real estate technology platform that connects accredited global investors to US real estate opportunities.,https://en.wikipedia.org/wiki/Special:Search?search=skyline+ai,"Skyline AI is a real estate investment technology company headquartered in New York, US[1] It was founded in 2017 by Or Hiltch, Iri Amirav, Amir Leitersdorf, and Guy Zipori.[2] The company has offices in Tel Aviv and New York.[1][3] Skyline's platform uses both supervised and unsupervised machine learning models to synthesize large amounts of real estate related data and produce value and performance predictions to increase precision in real estate acquisitions and ownership processes.",https://en.wikipedia.org/wiki/Skyline_AI,https://www.skyline.ai,,,2021-03-17
kuaishou,kuaishou technology; kwai inc.; beijing kuaishou technology co ltd; beijing kuaishou technology ltd.; 快手,"Kuaishou is one of the world’s leading short video social platforms, boasting more than 200 million daily active users.",https://en.wikipedia.org/wiki/Special:Search?search=kuaishou,"Kuaishou (Chinese: 快手; lit. 'quick hand') is a Chinese video-sharing mobile app developed by Beijing Kuaishou Technology Co., Ltd, with a particularly strong user base among users outside of China's Tier 1 cities.[2] Outside Mainland China, it has also gained considerable popularity in other markets, topping the Google Play and Apple App Store's ""Most Downloaded"" lists in eight countries. In India, this app is known as Snack Video.[3] It is often referred to as ""Kwai"" in overseas markets. Its main competitor is Douyin, which is known as TikTok outside of China.",https://en.wikipedia.org/wiki/Kuaishou,http://www.kuaishou.com/,,,2021-03-17
nordstrom,"nordstrom inc; nordstrom, inc.","Nordstrom is an online fashion retailer offering apparel, shoes, cosmetics and accessories for women, men and children.",https://en.wikipedia.org/wiki/Special:Search?search=nordstrom,"Nordstrom, Inc. (/ˈnɔːrdstrəm/) is an American luxury department store chain. Founded in 1901 by John W. Nordstrom and Carl F. Wallin, it originated as a shoe store and evolved into a full-line retailer with departments for clothing, footwear, handbags, jewelry, accessories, cosmetics, and fragrances. Some stores feature home furnishings and wedding departments, and several have in-house cafes, restaurants, and espresso bars.",https://en.wikipedia.org/wiki/Nordstrom,https://investor.nordstrom.com/,,,2021-03-17
trifacta,"trifacta, inc.",Trifacta offers a data wrangling platform which provides a modern self-service approach to cleaning and preparing data.,https://en.wikipedia.org/wiki/Special:Search?search=trifacta,"Trifacta is a privately owned software company headquartered in San Francisco with offices in Bengaluru, Boston, Berlin and London. The company was founded in October 2012[1] and primarily develops data wrangling software for data exploration and self-service data preparation on cloud and on-premises data platforms.",https://en.wikipedia.org/wiki/Trifacta,http://trifacta.com,,,2021-03-17
area 1 security,"area 1 security, inc.; area 1 security inc","Area 1 Security is a performance-based cybersecurity company, changing how businesses protect against phishing attacks.",https://en.wikipedia.org/wiki/Special:Search?search=area+1+security,"Area 1 Security, Inc. is an American cybersecurity company headquartered in Redwood City, California.",https://en.wikipedia.org/wiki/Area_1_Security,https://www.area1security.com/,,,2021-03-17
the cooper companies,"cooper companies inc; the cooper companies, inc.; cooper; cooper companies; coopercompanies","The Cooper Companies, Inc. (Cooper) is a global medical device company publicly traded on the NYSE Euronext (NYSE:COO).",https://en.wikipedia.org/wiki/Special:Search?search=the+cooper+companies,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company, publicly traded on the NYSE (NYSE:COO). With its headquarters in San Ramon, California, it has a workforce of more than 12,000 employees[2] and consists of two business units, CooperVision (CVI) which manufactures contact lenses, and CooperSurgical (CSI) which manufactures medical devices and fertility and genomic products for the women’s health care market.",https://en.wikipedia.org/wiki/The_Cooper_Companies,https://www.coopercos.com/,,,2021-03-17
stitch fix,"stitch fix inc; stitch fix, inc.",Stitch Fix is a personal styling platform that delivers curated and personalized apparel and accessory items for women.,https://en.wikipedia.org/wiki/Special:Search?search=stitch+fix,"Stitch Fix is an online personal styling service in the United States. It uses recommendation algorithms and data science to personalize clothing items based on size, budget and style. The company was founded in 2011 and had an initial public offering in 2017 with a valuation of $1.6 billion.[3] Stitch Fix generated more than $1 billion in sales during 2018 and reported 3.4 million customers in June 2020.[4][5] It is headquartered in San Francisco, California and employs 8,000 people worldwide.",https://en.wikipedia.org/wiki/Stitch_Fix,http://stitchfix.com,,,2021-03-17
hilton worldwide holdings inc.,hilton; hilton worldwide; hilton hotels corporation,"Hilton Worldwide is a hospitality company, owns luxury and full-service hotels and resorts, and focused-service hotels.",https://en.wikipedia.org/wiki/Special:Search?search=hilton+worldwide+holdings+inc.,"Hilton Worldwide Holdings Inc., formerly Hilton Hotels Corporation, is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts. Founded by Conrad Hilton in May 1919, the corporation is now led by Christopher J. Nassetta.",https://en.wikipedia.org/wiki/Hilton_Worldwide,https://www.hilton.com/,,,2021-03-17
heico corp,heico corporation; heico,"HEICO Corporation is a successful and growing technology-driven aerospace, industrial, defense and electronics company.",https://en.wikipedia.org/wiki/Special:Search?search=heico+corp,HEICO Corporation is an aerospace and electronics company that focuses on niche markets.,https://en.wikipedia.org/wiki/HEICO,https://www.heico.com/,,,2021-03-17
teleflex,teleflex inc; teleflex incorporated.,"Teleflex is a diversified global company, distinguished by a significant presence in healthcare, with niche businesses.",https://en.wikipedia.org/wiki/Special:Search?search=teleflex,"Teleflex Incorporated, headquartered in Wayne, Pennsylvania, is an American provider of specialty medical devices for a range of procedures in critical care and surgery. Teleflex has annual revenues of $2.4 billion, operations in 40 countries, and more than 12,000 employees.[5] By 2011, the company had substantially realigned to focus on its current business as a medical-device manufacturer, having undergone several years of active acquisitions and divestitures.[4] Teleflex has been associated with Irish corporate tax avoidance tools.[6] Teleflex's current chief executive officer (CEO) is Liam J. Kelly, who took over from Benson F. Smith at the start of 2018; Kelly is also the company's president and former chief operating officer.",https://en.wikipedia.org/wiki/Teleflex,https://www.teleflex.com/,,,2021-03-17
walmart,,Walmart is a multinational retail corporation that operates several chains of discount department and warehouse stores.,https://en.wikipedia.org/wiki/Special:Search?search=walmart,"Walmart Inc. ( /ˈwɔːlmɑːrt/; formerly Wal-Mart Stores, Inc.) is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores from the United States, headquartered in Bentonville, Arkansas.[11] The company was founded by Sam Walton in 1962 and incorporated on October 31, 1969. It also owns and operates Sam's Club retail warehouses.[12][13] As of January 31, 2021, Walmart has 11,443 stores and clubs in 27 countries, operating under 56 different names.[2][3][14] The company operates under the name Walmart in the United States and Canada, as Walmart de México y Centroamérica in Mexico and Central America, as Asda in the United Kingdom, as the Seiyu Group in Japan, and as Flipkart Wholesale in India. It has wholly owned operations in Argentina, Chile, Canada, and South Africa. Since August 2018, Walmart holds only a minority stake in Walmart Brasil, which was renamed Grupo Big in August 2019, with 20 percent of the company's shares, and private equity firm Advent International holding 80 percent ownership of the company.",https://en.wikipedia.org/wiki/Walmart,http://www.walmart.com,,,2021-03-17
morgan stanley,摩根士丹利; morgan stanley & co.,"Morgan Stanley is an American financial services company that offers securities, asset management, and credit services.",https://en.wikipedia.org/wiki/Special:Search?search=morgan+stanley,"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City. With offices in more than 42 countries and more than 60,000 employees, the firm's clients include corporations, governments, institutions, and individuals.[2] Morgan Stanley ranked No. 67 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.",https://en.wikipedia.org/wiki/Morgan_Stanley,http://www.morganstanley.com,,,2021-03-17
at&t inc,at&t; sbc communication; at&t inc.,"AT&T is a telecommunications company that provides wireless communications, local exchange, and long-distance services.",https://en.wikipedia.org/wiki/Special:Search?search=at%26t+inc,"AT&T Inc. is an American multinational conglomerate holding company, Delaware-registered[6] but headquartered at Whitacre Tower in Downtown Dallas, Texas.[7] It is the world's largest telecommunications company,[8][9] the largest provider of mobile telephone services, and the largest provider of fixed telephone services in the United States through AT&T Communications.[citation needed] Since June 14, 2018, it is also the parent company of mass media conglomerate WarnerMedia, making it the world's largest media and entertainment company in terms of revenue.[10] As of 2020, AT&T was ranked 9 on the Fortune 500 rankings of the largest United States corporations, with revenues of $181 billion.",https://en.wikipedia.org/wiki/AT%26T,https://www.att.com/,,,2021-03-17
corning incorporated,corning; corning inc.; corning inc,"Corning is a manufacturer of building materials including glass, ceramic, related materials and technologies, and more.",https://en.wikipedia.org/wiki/Special:Search?search=corning+incorporated,"Corning Incorporated is an American multinational technology company that specializes in specialty glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications. The company was named Corning Glass Works until 1989.[3] Corning divested its consumer product lines (including CorningWare and Visions Pyroceram-based cookware, Corelle Vitrelle tableware, and Pyrex glass bakeware) in 1998 by selling the Corning Consumer Products Company subsidiary (now known as Corelle Brands) to Borden, but still holds an interest of about 8 percent.",https://en.wikipedia.org/wiki/Corning_Inc.,http://www.corning.com/,,,2021-03-17
capital one,capital one financial corporation; capital one financial corp,"Capital One is a diversified banking company that offers early and later stage venture, and debt financing investments.",https://en.wikipedia.org/wiki/Special:Search?search=capital+one,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States.[3] It is on the list of largest banks in the United States and has developed a reputation for being a technology-focused bank.",https://en.wikipedia.org/wiki/Capital_One,http://www.capitalone.com,,,2021-03-17
mettler toledo,mettler-toledo international inc; mettler-toledo international inc.,"Mettler Toledo is a manufacturer of industrial equipment like scales, X-ray machines, instruments and laboratory items.",https://en.wikipedia.org/wiki/Special:Search?search=mettler+toledo,"Mettler Toledo (NYSE: MTD) is a multinational manufacturer of scales and analytical instruments. It is the largest provider of weighing instruments for use in laboratory, industrial, and food retailing applications. The company also provides various analytical instruments, process analytics instruments, and end-of-line inspection systems. The company operates worldwide with 70% of net sales, derived in equal parts, from Europe and from the Americas. Asian business is included in the remaining 30%.[1] Mettler Toledo is headquartered in Switzerland and incorporated in the United States.",https://en.wikipedia.org/wiki/Mettler_Toledo,https://www.mt.com/,,,2021-03-17
